kw1	kw2	iteration	R1C1	pg	inv_edge_weight	edge_weight	crit_p
pneumonia/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	colitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	encephalitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	neoplasms/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
pneumonia/diagnostic imaging	pancreatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	pericarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pneumonia/diagnostic imaging	thyroiditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	encephalitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	neoplasms/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
colitis/diagnostic imaging	pancreatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	pericarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
colitis/diagnostic imaging	thyroiditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	encephalitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	neoplasms/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
pancreatitis/diagnostic imaging	pericarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pancreatitis/diagnostic imaging	thyroiditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pericarditis/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pericarditis/diagnostic imaging	encephalitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pericarditis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pericarditis/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pericarditis/diagnostic imaging	neoplasms/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
pericarditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
pericarditis/diagnostic imaging	thyroiditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
encephalitis/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
encephalitis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
encephalitis/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
encephalitis/diagnostic imaging	neoplasms/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
encephalitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
encephalitis/diagnostic imaging	thyroiditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
neoplasms/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
neoplasms/diagnostic imaging	hepatitis/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
neoplasms/diagnostic imaging	myocarditis/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
neoplasms/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
neoplasms/diagnostic imaging	thyroiditis/diagnostic imaging	0	1	2.00646083081679e-08	0.830190299122522	0.021505376344086	1.36725973757087e-07
thyroiditis/diagnostic imaging	adrenal gland diseases/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
thyroiditis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
thyroiditis/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
thyroiditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
adrenal gland diseases/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
adrenal gland diseases/diagnostic imaging	myocarditis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
adrenal gland diseases/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
myocarditis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
myocarditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
sarcoidosis/diagnostic imaging	hepatitis/diagnostic imaging	0	1	9.98337412738692e-10	0.830190299122522	0.010752688172043	7.74320237197327e-09
